IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D
esm2_t36_3B_UR50D_idx523,0,1,0
esm2_t36_3B_UR50D_idx524,0,1,0
esm2_t36_3B_UR50D_idx525,0,1,0
esm2_t36_3B_UR50D_idx526,0,1,0
esm2_t36_3B_UR50D_idx527,0,1,0
esm2_t36_3B_UR50D_idx528,0,1,0
esm2_t36_3B_UR50D_idx529,0,1,0
esm2_t36_3B_UR50D_idx530,0,1,0
esm2_t36_3B_UR50D_idx531,0,1,0
esm2_t36_3B_UR50D_idx532,0,1,0
esm2_t36_3B_UR50D_idx533,0,1,0
esm2_t36_3B_UR50D_idx534,0,1,0
esm2_t36_3B_UR50D_idx535,0,1,0
esm2_t36_3B_UR50D_idx536,0,1,0
esm2_t36_3B_UR50D_idx537,0,1,0
esm2_t36_3B_UR50D_idx538,0,1,0
esm2_t36_3B_UR50D_idx539,0,1,0
esm2_t36_3B_UR50D_idx540,0,1,0
esm2_t36_3B_UR50D_idx541,0,1,0
esm2_t36_3B_UR50D_idx542,0,1,0
esm2_t36_3B_UR50D_idx543,0,1,0
esm2_t36_3B_UR50D_idx544,0,1,0
esm2_t36_3B_UR50D_idx545,0,1,0
esm2_t36_3B_UR50D_idx546,0,1,0
esm2_t36_3B_UR50D_idx547,0,1,0
esm2_t36_3B_UR50D_idx548,0,1,0
esm2_t36_3B_UR50D_idx549,0,1,0
esm2_t36_3B_UR50D_idx550,0,1,0
esm2_t36_3B_UR50D_idx551,0,1,0
esm2_t36_3B_UR50D_idx552,0,1,0
esm2_t36_3B_UR50D_idx553,0,1,0
esm2_t36_3B_UR50D_idx554,0,1,0
esm2_t36_3B_UR50D_idx555,0,1,0
esm2_t36_3B_UR50D_idx556,0,1,0
esm2_t36_3B_UR50D_idx557,0,1,0
esm2_t36_3B_UR50D_idx558,0,1,0
esm2_t36_3B_UR50D_idx559,0,1,0
esm2_t36_3B_UR50D_idx560,0,1,0
esm2_t36_3B_UR50D_idx561,0,1,0
esm2_t36_3B_UR50D_idx562,0,1,0
esm2_t36_3B_UR50D_idx563,0,1,0
esm2_t36_3B_UR50D_idx564,0,1,0
esm2_t36_3B_UR50D_idx565,0,1,0
esm2_t36_3B_UR50D_idx566,0,1,0
esm2_t36_3B_UR50D_idx567,0,1,0
esm2_t36_3B_UR50D_idx568,0,1,0
esm2_t36_3B_UR50D_idx569,0,1,0
esm2_t36_3B_UR50D_idx570,0,1,0
esm2_t36_3B_UR50D_idx571,0,1,0
esm2_t36_3B_UR50D_idx572,0,1,0
esm2_t36_3B_UR50D_idx573,0,1,0
esm2_t36_3B_UR50D_idx574,0,1,0
esm2_t36_3B_UR50D_idx575,0,1,0
esm2_t36_3B_UR50D_idx576,0,1,0
esm2_t36_3B_UR50D_idx577,0,1,0
esm2_t36_3B_UR50D_idx578,0,1,0
esm2_t36_3B_UR50D_idx579,0,1,0
esm2_t36_3B_UR50D_idx580,0,1,0
esm2_t36_3B_UR50D_idx581,0,1,0
esm2_t36_3B_UR50D_idx582,0,1,0
esm2_t36_3B_UR50D_idx583,0,1,0
esm2_t36_3B_UR50D_idx584,0,1,0
esm2_t36_3B_UR50D_idx585,0,1,0
esm2_t36_3B_UR50D_idx586,0,1,0
esm2_t36_3B_UR50D_idx587,0,1,0
esm2_t36_3B_UR50D_idx588,0,1,0
esm2_t36_3B_UR50D_idx589,0,1,0
esm2_t36_3B_UR50D_idx590,0,1,0
esm2_t36_3B_UR50D_idx591,0,1,0
esm2_t36_3B_UR50D_idx592,0,1,0
esm2_t36_3B_UR50D_idx593,0,1,0
esm2_t36_3B_UR50D_idx594,0,1,0
esm2_t36_3B_UR50D_idx595,0,1,0
esm2_t36_3B_UR50D_idx596,0,1,0
esm2_t36_3B_UR50D_idx597,0,1,0
esm2_t36_3B_UR50D_idx598,0,1,0
esm2_t36_3B_UR50D_idx599,0,1,0
esm2_t36_3B_UR50D_idx600,0,1,0
esm2_t36_3B_UR50D_idx601,0,1,0
esm2_t36_3B_UR50D_idx602,0,1,0
esm2_t36_3B_UR50D_idx603,0,1,0
esm2_t36_3B_UR50D_idx604,0,1,0
esm2_t36_3B_UR50D_idx605,0,1,0
esm2_t36_3B_UR50D_idx606,0,1,0
esm2_t36_3B_UR50D_idx607,0,1,0
esm2_t36_3B_UR50D_idx608,0,1,0
esm2_t36_3B_UR50D_idx609,0,1,0
esm2_t36_3B_UR50D_idx610,0,1,0
esm2_t36_3B_UR50D_idx611,0,1,0
esm2_t36_3B_UR50D_idx612,0,1,0
esm2_t36_3B_UR50D_idx613,0,1,0
esm2_t36_3B_UR50D_idx614,0,1,0
esm2_t36_3B_UR50D_idx615,0,1,0
esm2_t36_3B_UR50D_idx616,0,1,0
esm2_t36_3B_UR50D_idx617,0,1,0
esm2_t36_3B_UR50D_idx618,0,1,0
esm2_t36_3B_UR50D_idx619,0,1,0
esm2_t36_3B_UR50D_idx620,0,1,0
esm2_t36_3B_UR50D_idx621,0,1,0
esm2_t36_3B_UR50D_idx622,0,1,0
esm2_t36_3B_UR50D_idx623,0,1,0
esm2_t36_3B_UR50D_idx624,0,1,0
esm2_t36_3B_UR50D_idx625,0,1,0
esm2_t36_3B_UR50D_idx626,0,1,0
esm2_t36_3B_UR50D_idx627,0,1,0
esm2_t36_3B_UR50D_idx628,0,1,0
esm2_t36_3B_UR50D_idx629,0,1,0
esm2_t36_3B_UR50D_idx630,0,1,0
esm2_t36_3B_UR50D_idx631,0,1,0
esm2_t36_3B_UR50D_idx632,0,1,0
esm2_t36_3B_UR50D_idx633,0,1,0
esm2_t36_3B_UR50D_idx634,0,1,0
esm2_t36_3B_UR50D_idx635,0,1,0
esm2_t36_3B_UR50D_idx636,0,1,0
esm2_t36_3B_UR50D_idx637,0,1,0
esm2_t36_3B_UR50D_idx638,0,1,0
esm2_t36_3B_UR50D_idx639,0,1,0
esm2_t36_3B_UR50D_idx640,0,1,0
esm2_t36_3B_UR50D_idx641,0,1,0
esm2_t36_3B_UR50D_idx642,0,1,0
esm2_t36_3B_UR50D_idx643,0,1,0
esm2_t36_3B_UR50D_idx644,0,1,0
esm2_t36_3B_UR50D_idx645,0,1,0
esm2_t36_3B_UR50D_idx646,0,1,0
esm2_t36_3B_UR50D_idx647,0,1,0
esm2_t36_3B_UR50D_idx648,0,1,0
esm2_t36_3B_UR50D_idx649,0,1,0
esm2_t36_3B_UR50D_idx650,0,1,0
esm2_t36_3B_UR50D_idx651,0,1,0
esm2_t36_3B_UR50D_idx652,0,1,0
esm2_t36_3B_UR50D_idx653,0,1,0
esm2_t36_3B_UR50D_idx654,0,1,0
esm2_t36_3B_UR50D_idx655,0,1,0
esm2_t36_3B_UR50D_idx656,0,1,0
esm2_t36_3B_UR50D_idx657,0,1,0
esm2_t36_3B_UR50D_idx658,0,1,0
esm2_t36_3B_UR50D_idx659,0,1,0
esm2_t36_3B_UR50D_idx660,0,1,0
esm2_t36_3B_UR50D_idx661,0,1,0
esm2_t36_3B_UR50D_idx662,0,1,0
esm2_t36_3B_UR50D_idx663,0,1,0
esm2_t36_3B_UR50D_idx664,0,1,0
esm2_t36_3B_UR50D_idx665,0,1,0
esm2_t36_3B_UR50D_idx666,0,1,0
esm2_t36_3B_UR50D_idx667,0,1,0
esm2_t36_3B_UR50D_idx668,0,1,0
esm2_t36_3B_UR50D_idx669,0,1,0
esm2_t36_3B_UR50D_idx670,0,1,0
esm2_t36_3B_UR50D_idx671,0,1,0
esm2_t36_3B_UR50D_idx672,0,1,0
esm2_t36_3B_UR50D_idx673,0,1,0
esm2_t36_3B_UR50D_idx674,0,1,0
esm2_t36_3B_UR50D_idx675,0,1,0
esm2_t36_3B_UR50D_idx676,0,1,0
esm2_t36_3B_UR50D_idx677,0,1,0
esm2_t36_3B_UR50D_idx678,0,1,0
esm2_t36_3B_UR50D_idx679,0,1,0
esm2_t36_3B_UR50D_idx680,0,1,0
esm2_t36_3B_UR50D_idx681,0,1,0
esm2_t36_3B_UR50D_idx682,0,1,0
esm2_t36_3B_UR50D_idx683,0,1,0
esm2_t36_3B_UR50D_idx684,0,1,0
esm2_t36_3B_UR50D_idx685,0,1,0
esm2_t36_3B_UR50D_idx686,0,1,0
esm2_t36_3B_UR50D_idx687,0,1,0
esm2_t36_3B_UR50D_idx688,0,1,0
esm2_t36_3B_UR50D_idx689,0,1,0
esm2_t36_3B_UR50D_idx690,0,1,0
esm2_t36_3B_UR50D_idx691,0,1,0
esm2_t36_3B_UR50D_idx692,0,1,0
esm2_t36_3B_UR50D_idx693,0,1,0
esm2_t36_3B_UR50D_idx694,0,1,0
esm2_t36_3B_UR50D_idx695,0,1,0
esm2_t36_3B_UR50D_idx696,0,1,0
esm2_t36_3B_UR50D_idx697,0,1,0
esm2_t36_3B_UR50D_idx698,0,1,0
esm2_t36_3B_UR50D_idx699,0,1,0
esm2_t36_3B_UR50D_idx700,0,1,0
esm2_t36_3B_UR50D_idx701,0,1,0
esm2_t36_3B_UR50D_idx702,0,1,0
esm2_t36_3B_UR50D_idx703,0,1,0
esm2_t36_3B_UR50D_idx704,0,1,0
esm2_t36_3B_UR50D_idx705,0,1,0
esm2_t36_3B_UR50D_idx706,0,1,0
esm2_t36_3B_UR50D_idx707,0,1,0
esm2_t36_3B_UR50D_idx708,0,1,0
esm2_t36_3B_UR50D_idx709,0,1,0
esm2_t36_3B_UR50D_idx710,0,1,0
esm2_t36_3B_UR50D_idx711,0,1,0
esm2_t36_3B_UR50D_idx712,0,1,0
esm2_t36_3B_UR50D_idx713,0,1,0
esm2_t36_3B_UR50D_idx714,0,1,0
esm2_t36_3B_UR50D_idx715,0,1,0
esm2_t36_3B_UR50D_idx716,0,1,0
esm2_t36_3B_UR50D_idx717,0,1,0
esm2_t36_3B_UR50D_idx718,0,1,0
esm2_t36_3B_UR50D_idx719,0,1,0
esm2_t36_3B_UR50D_idx720,0,1,0
esm2_t36_3B_UR50D_idx721,0,1,0
esm2_t36_3B_UR50D_idx722,0,1,0
esm2_t36_3B_UR50D_idx723,0,1,0
esm2_t36_3B_UR50D_idx724,0,1,0
esm2_t36_3B_UR50D_idx725,0,1,0
esm2_t36_3B_UR50D_idx726,0,1,0
esm2_t36_3B_UR50D_idx727,0,1,0
esm2_t36_3B_UR50D_idx728,0,1,0
esm2_t36_3B_UR50D_idx729,0,1,0
esm2_t36_3B_UR50D_idx730,0,1,0
esm2_t36_3B_UR50D_idx731,0,1,0
esm2_t36_3B_UR50D_idx732,0,1,0
esm2_t36_3B_UR50D_idx733,0,1,0
esm2_t36_3B_UR50D_idx734,0,1,0
esm2_t36_3B_UR50D_idx735,0,1,0
esm2_t36_3B_UR50D_idx736,0,1,0
esm2_t36_3B_UR50D_idx737,0,1,0
esm2_t36_3B_UR50D_idx738,0,1,0
esm2_t36_3B_UR50D_idx739,0,1,0
esm2_t36_3B_UR50D_idx740,0,1,0
esm2_t36_3B_UR50D_idx741,0,1,0
esm2_t36_3B_UR50D_idx742,0,1,0
esm2_t36_3B_UR50D_idx743,0,1,0
esm2_t36_3B_UR50D_idx744,0,1,0
esm2_t36_3B_UR50D_idx745,0,1,0
esm2_t36_3B_UR50D_idx746,0,1,0
esm2_t36_3B_UR50D_idx747,0,1,0
esm2_t36_3B_UR50D_idx748,0,1,0
esm2_t36_3B_UR50D_idx749,0,1,0
esm2_t36_3B_UR50D_idx750,0,1,0
esm2_t36_3B_UR50D_idx751,0,1,0
esm2_t36_3B_UR50D_idx752,0,1,0
esm2_t36_3B_UR50D_idx753,0,1,0
esm2_t36_3B_UR50D_idx754,0,1,0
esm2_t36_3B_UR50D_idx755,0,1,0
esm2_t36_3B_UR50D_idx756,0,1,0
esm2_t36_3B_UR50D_idx757,0,1,0
esm2_t36_3B_UR50D_idx758,0,1,0
esm2_t36_3B_UR50D_idx759,0,1,0
esm2_t36_3B_UR50D_idx760,0,1,0
esm2_t36_3B_UR50D_idx761,0,1,0
esm2_t36_3B_UR50D_idx762,0,1,0
esm2_t36_3B_UR50D_idx763,0,1,0
esm2_t36_3B_UR50D_idx764,0,1,0
esm2_t36_3B_UR50D_idx765,0,1,0
esm2_t36_3B_UR50D_idx766,0,1,0
esm2_t36_3B_UR50D_idx767,0,1,0
esm2_t36_3B_UR50D_idx768,0,1,0
esm2_t36_3B_UR50D_idx769,0,1,0
esm2_t36_3B_UR50D_idx770,0,1,0
esm2_t36_3B_UR50D_idx771,0,1,0
esm2_t36_3B_UR50D_idx772,0,1,0
esm2_t36_3B_UR50D_idx773,0,1,0
esm2_t36_3B_UR50D_idx774,0,1,0
esm2_t36_3B_UR50D_idx775,0,1,0
esm2_t36_3B_UR50D_idx776,0,1,0
esm2_t36_3B_UR50D_idx777,0,1,0
esm2_t36_3B_UR50D_idx778,0,1,0
esm2_t36_3B_UR50D_idx779,0,1,0
esm2_t36_3B_UR50D_idx780,0,1,0
esm2_t36_3B_UR50D_idx781,0,1,0
esm2_t36_3B_UR50D_idx782,0,1,0
esm2_t36_3B_UR50D_idx783,0,1,0
esm2_t36_3B_UR50D_idx784,0,1,0
esm2_t36_3B_UR50D_idx785,0,1,0
esm2_t36_3B_UR50D_idx786,0,1,0
esm2_t36_3B_UR50D_idx787,0,1,0
esm2_t36_3B_UR50D_idx788,0,1,0
esm2_t36_3B_UR50D_idx789,0,1,0
esm2_t36_3B_UR50D_idx790,0,1,0
esm2_t36_3B_UR50D_idx791,0,1,0
esm2_t36_3B_UR50D_idx792,0,1,0
esm2_t36_3B_UR50D_idx793,0,1,0
esm2_t36_3B_UR50D_idx794,0,1,0
esm2_t36_3B_UR50D_idx795,0,1,0
esm2_t36_3B_UR50D_idx796,0,1,0
esm2_t36_3B_UR50D_idx797,0,1,0
esm2_t36_3B_UR50D_idx798,0,1,0
esm2_t36_3B_UR50D_idx799,0,1,0
esm2_t36_3B_UR50D_idx800,0,1,0
esm2_t36_3B_UR50D_idx801,0,1,0
esm2_t36_3B_UR50D_idx802,0,1,0
esm2_t36_3B_UR50D_idx803,0,1,0
esm2_t36_3B_UR50D_idx804,0,1,0
esm2_t36_3B_UR50D_idx805,0,1,0
esm2_t36_3B_UR50D_idx806,0,1,0
esm2_t36_3B_UR50D_idx807,0,1,0
esm2_t36_3B_UR50D_idx808,0,1,0
esm2_t36_3B_UR50D_idx809,0,1,0
esm2_t36_3B_UR50D_idx810,0,1,0
esm2_t36_3B_UR50D_idx811,0,1,0
esm2_t36_3B_UR50D_idx812,0,1,0
esm2_t36_3B_UR50D_idx813,0,1,0
esm2_t36_3B_UR50D_idx814,0,1,0
esm2_t36_3B_UR50D_idx815,0,1,0
esm2_t36_3B_UR50D_idx816,0,1,0
esm2_t36_3B_UR50D_idx817,0,1,0
esm2_t36_3B_UR50D_idx818,0,1,0
esm2_t36_3B_UR50D_idx819,0,1,0
esm2_t36_3B_UR50D_idx820,0,1,0
esm2_t36_3B_UR50D_idx821,0,1,0
esm2_t36_3B_UR50D_idx822,0,1,0
esm2_t36_3B_UR50D_idx823,0,1,0
esm2_t36_3B_UR50D_idx824,0,1,0
esm2_t36_3B_UR50D_idx825,0,1,0
esm2_t36_3B_UR50D_idx826,0,1,0
esm2_t36_3B_UR50D_idx827,0,1,0
esm2_t36_3B_UR50D_idx828,0,1,0
esm2_t36_3B_UR50D_idx829,0,1,0
esm2_t36_3B_UR50D_idx830,0,1,0
esm2_t36_3B_UR50D_idx831,0,1,0
esm2_t36_3B_UR50D_idx832,0,1,0
esm2_t36_3B_UR50D_idx833,0,1,0
esm2_t36_3B_UR50D_idx834,0,1,0
esm2_t36_3B_UR50D_idx835,0,1,0
esm2_t36_3B_UR50D_idx836,0,1,0
esm2_t36_3B_UR50D_idx837,0,1,0
esm2_t36_3B_UR50D_idx838,0,1,0
esm2_t36_3B_UR50D_idx839,0,1,0
esm2_t36_3B_UR50D_idx840,0,1,0
esm2_t36_3B_UR50D_idx841,0,1,0
esm2_t36_3B_UR50D_idx842,0,1,0
esm2_t36_3B_UR50D_idx843,0,1,0
esm2_t36_3B_UR50D_idx844,0,1,0
esm2_t36_3B_UR50D_idx845,0,1,0
esm2_t36_3B_UR50D_idx846,0,1,0
esm2_t36_3B_UR50D_idx847,0,1,0
esm2_t36_3B_UR50D_idx848,0,1,0
esm2_t36_3B_UR50D_idx849,0,1,0
esm2_t36_3B_UR50D_idx850,0,1,0
esm2_t36_3B_UR50D_idx851,0,1,0
esm2_t36_3B_UR50D_idx852,0,1,0
esm2_t36_3B_UR50D_idx853,0,1,0
esm2_t36_3B_UR50D_idx854,0,1,0
esm2_t36_3B_UR50D_idx855,0,1,0
esm2_t36_3B_UR50D_idx856,0,1,0
esm2_t36_3B_UR50D_idx857,0,1,0
esm2_t36_3B_UR50D_idx858,0,1,0
esm2_t36_3B_UR50D_idx859,0,1,0
esm2_t36_3B_UR50D_idx860,0,1,0
esm2_t36_3B_UR50D_idx861,0,1,0
esm2_t36_3B_UR50D_idx862,0,1,0
esm2_t36_3B_UR50D_idx863,0,1,0
esm2_t36_3B_UR50D_idx864,0,1,0
esm2_t36_3B_UR50D_idx865,0,1,0
esm2_t36_3B_UR50D_idx866,0,1,0
esm2_t36_3B_UR50D_idx867,0,1,0
esm2_t36_3B_UR50D_idx868,0,1,0
esm2_t36_3B_UR50D_idx869,0,1,0
esm2_t36_3B_UR50D_idx870,0,1,0
esm2_t36_3B_UR50D_idx871,0,1,0
esm2_t36_3B_UR50D_idx872,0,1,0
esm2_t36_3B_UR50D_idx873,0,1,0
esm2_t36_3B_UR50D_idx874,0,1,0
esm2_t36_3B_UR50D_idx875,0,1,0
esm2_t36_3B_UR50D_idx876,0,1,0
esm2_t36_3B_UR50D_idx877,0,1,0
esm2_t36_3B_UR50D_idx878,0,1,0
esm2_t36_3B_UR50D_idx879,0,1,0
esm2_t36_3B_UR50D_idx880,0,1,0
esm2_t36_3B_UR50D_idx881,0,1,0
esm2_t36_3B_UR50D_idx882,0,1,0
esm2_t36_3B_UR50D_idx883,0,1,0
esm2_t36_3B_UR50D_idx884,0,1,0
esm2_t36_3B_UR50D_idx885,0,1,0
esm2_t36_3B_UR50D_idx886,0,1,0
esm2_t36_3B_UR50D_idx887,0,1,0
esm2_t36_3B_UR50D_idx888,0,1,0
esm2_t36_3B_UR50D_idx889,0,1,0
esm2_t36_3B_UR50D_idx890,0,1,0
esm2_t36_3B_UR50D_idx891,0,1,0
esm2_t36_3B_UR50D_idx892,0,1,0
esm2_t36_3B_UR50D_idx893,0,1,0
esm2_t36_3B_UR50D_idx894,0,1,0
esm2_t36_3B_UR50D_idx895,0,1,0
esm2_t36_3B_UR50D_idx896,0,1,0
esm2_t36_3B_UR50D_idx897,0,1,0
esm2_t36_3B_UR50D_idx898,0,1,0
esm2_t36_3B_UR50D_idx899,0,1,0
esm2_t36_3B_UR50D_idx900,0,1,0
esm2_t36_3B_UR50D_idx901,0,1,0
esm2_t36_3B_UR50D_idx902,0,1,0
esm2_t36_3B_UR50D_idx903,0,1,0
esm2_t36_3B_UR50D_idx904,0,1,0
esm2_t36_3B_UR50D_idx905,0,1,0
esm2_t36_3B_UR50D_idx906,0,1,0
esm2_t36_3B_UR50D_idx907,0,1,0
esm2_t36_3B_UR50D_idx908,0,1,0
esm2_t36_3B_UR50D_idx909,0,1,0
esm2_t36_3B_UR50D_idx910,0,1,0
esm2_t36_3B_UR50D_idx911,0,1,0
esm2_t36_3B_UR50D_idx912,0,1,0
esm2_t36_3B_UR50D_idx913,0,1,0
esm2_t36_3B_UR50D_idx914,0,1,0
esm2_t36_3B_UR50D_idx915,0,1,0
esm2_t36_3B_UR50D_idx916,0,1,0
esm2_t36_3B_UR50D_idx917,0,1,0
esm2_t36_3B_UR50D_idx918,0,1,0
esm2_t36_3B_UR50D_idx919,0,1,0
esm2_t36_3B_UR50D_idx920,0,1,0
esm2_t36_3B_UR50D_idx921,0,1,0
esm2_t36_3B_UR50D_idx922,0,1,0
esm2_t36_3B_UR50D_idx923,0,1,0
esm2_t36_3B_UR50D_idx924,0,1,0
esm2_t36_3B_UR50D_idx925,0,1,0
esm2_t36_3B_UR50D_idx926,0,1,0
esm2_t36_3B_UR50D_idx927,0,1,0
esm2_t36_3B_UR50D_idx928,0,1,0
esm2_t36_3B_UR50D_idx929,0,1,0
esm2_t36_3B_UR50D_idx930,0,1,0
esm2_t36_3B_UR50D_idx931,0,1,0
esm2_t36_3B_UR50D_idx932,0,1,0
esm2_t36_3B_UR50D_idx933,0,1,0
esm2_t36_3B_UR50D_idx934,0,1,0
esm2_t36_3B_UR50D_idx935,0,1,0
esm2_t36_3B_UR50D_idx936,0,1,0
esm2_t36_3B_UR50D_idx937,0,1,0
esm2_t36_3B_UR50D_idx938,0,1,0
esm2_t36_3B_UR50D_idx939,0,1,0
esm2_t36_3B_UR50D_idx940,0,1,0
esm2_t36_3B_UR50D_idx941,0,1,0
esm2_t36_3B_UR50D_idx942,0,1,0
esm2_t36_3B_UR50D_idx943,0,1,0
esm2_t36_3B_UR50D_idx944,0,1,0
esm2_t36_3B_UR50D_idx945,0,1,0
esm2_t36_3B_UR50D_idx946,0,1,0
esm2_t36_3B_UR50D_idx947,0,1,0
esm2_t36_3B_UR50D_idx948,0,1,0
esm2_t36_3B_UR50D_idx949,0,1,0
esm2_t36_3B_UR50D_idx950,0,1,0
esm2_t36_3B_UR50D_idx951,0,1,0
esm2_t36_3B_UR50D_idx952,0,1,0
esm2_t36_3B_UR50D_idx953,0,1,0
esm2_t36_3B_UR50D_idx954,0,1,0
esm2_t36_3B_UR50D_idx955,0,1,0
esm2_t36_3B_UR50D_idx956,0,1,0
esm2_t36_3B_UR50D_idx957,0,1,0
esm2_t36_3B_UR50D_idx958,0,1,0
esm2_t36_3B_UR50D_idx959,0,1,0
esm2_t36_3B_UR50D_idx960,0,1,0
esm2_t36_3B_UR50D_idx961,0,1,0
esm2_t36_3B_UR50D_idx962,0,1,0
esm2_t36_3B_UR50D_idx963,0,1,0
esm2_t36_3B_UR50D_idx964,0,1,0
esm2_t36_3B_UR50D_idx965,0,1,0
esm2_t36_3B_UR50D_idx966,0,1,0
esm2_t36_3B_UR50D_idx967,0,1,0
esm2_t36_3B_UR50D_idx968,0,1,0
esm2_t36_3B_UR50D_idx969,0,1,0
esm2_t36_3B_UR50D_idx970,0,1,0
esm2_t36_3B_UR50D_idx971,0,1,0
esm2_t36_3B_UR50D_idx972,0,1,0
esm2_t36_3B_UR50D_idx973,0,1,0
esm2_t36_3B_UR50D_idx974,0,1,0
esm2_t36_3B_UR50D_idx975,0,1,0
esm2_t36_3B_UR50D_idx976,0,1,0
esm2_t36_3B_UR50D_idx977,0,1,0
esm2_t36_3B_UR50D_idx978,0,1,0
esm2_t36_3B_UR50D_idx979,0,1,0
esm2_t36_3B_UR50D_idx980,0,1,0
esm2_t36_3B_UR50D_idx981,0,1,0
esm2_t36_3B_UR50D_idx982,0,1,0
esm2_t36_3B_UR50D_idx983,0,1,0
esm2_t36_3B_UR50D_idx984,0,1,0
esm2_t36_3B_UR50D_idx985,0,1,0
esm2_t36_3B_UR50D_idx986,0,1,0
esm2_t36_3B_UR50D_idx987,0,1,0
esm2_t36_3B_UR50D_idx988,0,1,0
esm2_t36_3B_UR50D_idx989,0,1,0
esm2_t36_3B_UR50D_idx990,0,1,0
esm2_t36_3B_UR50D_idx991,0,1,0
esm2_t36_3B_UR50D_idx992,0,1,0
esm2_t36_3B_UR50D_idx993,0,1,0
esm2_t36_3B_UR50D_idx994,0,1,0
esm2_t36_3B_UR50D_idx995,0,1,0
esm2_t36_3B_UR50D_idx996,0,1,0
esm2_t36_3B_UR50D_idx997,0,1,0
esm2_t36_3B_UR50D_idx998,0,1,0
esm2_t36_3B_UR50D_idx999,0,1,0
esm2_t36_3B_UR50D_idx1000,0,1,0
esm2_t36_3B_UR50D_idx1001,0,1,0
esm2_t36_3B_UR50D_idx1002,0,1,0
esm2_t36_3B_UR50D_idx1003,0,1,0
esm2_t36_3B_UR50D_idx1004,0,1,0
esm2_t36_3B_UR50D_idx1005,0,1,0
esm2_t36_3B_UR50D_idx1006,0,1,0
esm2_t36_3B_UR50D_idx1007,0,1,0
esm2_t36_3B_UR50D_idx1008,0,1,0
esm2_t36_3B_UR50D_idx1009,0,1,0
esm2_t36_3B_UR50D_idx1010,0,1,0
esm2_t36_3B_UR50D_idx1011,0,1,0
esm2_t36_3B_UR50D_idx1012,0,1,0
esm2_t36_3B_UR50D_idx1013,0,1,0
esm2_t36_3B_UR50D_idx1014,0,1,0
esm2_t36_3B_UR50D_idx1015,0,1,0
esm2_t36_3B_UR50D_idx1016,0,1,0
esm2_t36_3B_UR50D_idx1017,0,1,0
esm2_t36_3B_UR50D_idx1018,0,1,0
esm2_t36_3B_UR50D_idx1019,0,1,0
esm2_t36_3B_UR50D_idx1020,0,1,0
esm2_t36_3B_UR50D_idx1021,0,1,0
esm2_t36_3B_UR50D_idx1022,0,1,0
esm2_t36_3B_UR50D_idx1023,0,1,0
esm2_t36_3B_UR50D_idx1024,0,1,0
esm2_t36_3B_UR50D_idx1025,0,1,0
esm2_t36_3B_UR50D_idx1026,0,1,0
esm2_t36_3B_UR50D_idx1027,0,1,0
esm2_t36_3B_UR50D_idx1028,0,1,0
esm2_t36_3B_UR50D_idx1029,0,1,0
esm2_t36_3B_UR50D_idx1030,0,1,0
esm2_t36_3B_UR50D_idx1031,0,1,0
esm2_t36_3B_UR50D_idx1032,0,1,0
esm2_t36_3B_UR50D_idx1033,0,1,0
esm2_t36_3B_UR50D_idx1034,0,1,0
esm2_t36_3B_UR50D_idx1035,0,1,0
esm2_t36_3B_UR50D_idx1036,0,1,0
esm2_t36_3B_UR50D_idx1037,0,1,0
esm2_t36_3B_UR50D_idx1038,0,1,0
esm2_t36_3B_UR50D_idx1039,0,1,0
esm2_t36_3B_UR50D_idx1040,0,1,0
esm2_t36_3B_UR50D_idx1041,0,1,0
esm2_t36_3B_UR50D_idx1042,0,1,0
